,Unnamed: 0,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV,Churn Reason
10,2217,3178-FESZO,1,United States,California,Clements,95227,"38.227285, -121.02789",38.227284999999995,-121.02788999999999,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,5797,Don't know
11,800,1169-SAOCL,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902000000005,-122.10000600000001,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No,5154,
12,3240,4647-XXZAM,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,5450,
13,5499,7760-OYPDY,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Female,No,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,5586,Competitor offered more data
14,3964,5598-IKHQQ,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.80591299999999,Female,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,No,4118,
15,3894,5493-SDRDQ,1,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327000000004,-120.632221,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,Yes,4235,Competitor made better offer
16,4265,6022-UGGSO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,Yes,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,2091,Price too high
17,6625,9432-VOFYX,1,United States,California,Delano,93215,"35.772244, -119.209689",35.772244,-119.20968899999998,Male,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207.0,No,5420,
18,5080,7153-CHRBV,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196496999999994,-120.61688999999998,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,No,6287,
19,574,0842-IWYCP,1,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,2626,
20,2726,3889-VWBID,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.36341100000001,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,5184,
21,295,0434-CSFON,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,4488,
22,224,0345-XMMUG,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,5119,
23,6506,9249-FXSCK,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.23503400000001,Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Yes,4861,Competitor offered more data
24,2211,3173-NVMPX,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62251,-117.927024,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,4291,
25,3990,5642-MHDQT,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.18671699999999,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,4836,
26,3069,4403-BWPAY,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,No,4527,
27,4646,6572-ADKRS,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,3395,
28,2031,2930-UOTMB,1,United States,California,Riverside,92506,"33.930931, -117.361788",33.930931,-117.36178799999999,Female,No,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes,4403,Competitor offered higher download speeds
29,6980,9921-QFQUL,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.83766899999999,Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,No,5110,
30,3359,4801-KFYKL,1,United States,California,Granada Hills,91344,"34.291273, -118.505104",34.291273,-118.505104,Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,4119,
31,3194,4588-YBNIB,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.89911699999999,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,4205,Price too high
32,4115,5834-ASPWA,1,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.79838600000001,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,5518,Attitude of support person
33,6773,9629-NHXFW,1,United States,California,Downey,90241,"33.940884, -118.128628",33.940884000000004,-118.128628,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,3160,
34,6579,9367-OIUXP,1,United States,California,Laton,93242,"36.444232, -119.718285",36.444232,-119.71828500000001,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,No,4676,
35,5215,7354-OIJLX,1,United States,California,Inglewood,90305,"33.958134, -118.330905",33.958134,-118.330905,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,5212,
36,1411,2081-KJSQF,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,4769,
37,6718,9555-SAHUZ,1,United States,California,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No,5499,
38,4956,6988-CJEYV,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.04905600000001,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,6148,
39,4111,5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.39671899999999,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,3519,
40,1091,1591-MQJTP,1,United States,California,Long Beach,90804,"33.783047, -118.1486",33.783046999999996,-118.1486,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No,4163,
41,3701,5220-AGAAX,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,Male,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,5440,
42,3628,5148-ORICT,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Female,No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,4781,
43,4577,6473-ULUHT,1,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,Male,No,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,No,2269,
44,4739,6689-TCZHQ,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621000000005,-117.717863,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,4054,Attitude of support person
45,5211,7349-ALMUX,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.100970000000004,-117.57882,Male,No,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,3183,
46,6747,9592-ERDKV,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.18671699999999,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,2911.8,No,2322,
47,4228,5980-NOPLP,1,United States,California,Pasadena,91105,"34.13946, -118.166649",34.13946,-118.16664899999999,Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,5606,Competitor offered higher download speeds
48,7007,9958-MEKUC,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.45516699999999,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7,No,4495,
49,451,0661-XEYAN,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,3884,Competitor offered more data
50,5145,7249-WBIYX,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,5146,Competitor offered more data
51,1837,2674-MLXMN,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,4241,
52,3524,5014-GSOUQ,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.194539,-120.98806599999999,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,2884,
53,5381,7602-DBTOU,1,United States,California,San Francisco,94121,"37.776718, -122.495781",37.776718,-122.49578100000001,Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No,4890,
54,6979,9921-EZKBY,1,United States,California,Tecopa,92389,"35.824572, -116.274755",35.824571999999996,-116.274755,Male,No,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,No,3087,
55,5704,8050-DVOJX,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.560497999999995,-117.962461,Male,Yes,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,No,4537,
56,6882,9788-YTFGE,1,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584990999999995,-124.121504,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,No,3331,
57,1361,2026-TGDHM,1,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.93893500000001,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,3830,Network reliability
58,4626,6543-CPZMK,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.30638300000001,Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,2573,Competitor offered more data
59,5157,7269-JISCY,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.794990000000006,-118.065591,Female,No,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,4055,
60,6301,8932-CZHRQ,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.17136799999999,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No,5395,
61,2266,3249-VHRIP,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484000000005,-120.704613,Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,No,4507,
62,771,1122-JWTJW,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964000000004,-115.886656,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,70.65,Yes,3463,Competitor had better devices
63,2632,3750-YHRYO,1,United States,California,Glendora,91741,"34.14649, -117.849815",34.14649,-117.84981499999999,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,No,2874,
64,3833,5394-SVGJV,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.44243300000001,Male,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,3066,Competitor made better offer
65,521,0757-WCUUZ,1,United States,California,June Lake,93529,"37.730269, -119.055813",37.730269,-119.05581299999999,Male,No,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,No,4232,
66,1632,2373-NTKOD,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,3026,
67,144,0237-YFUTL,1,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.98588000000001,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,4676,
68,502,0732-OCQOC,1,United States,California,Death Valley,92328,"36.27688, -117.033326",36.27688,-117.033326,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,5674,
69,4209,5955-EPOAZ,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.65956200000001,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,5554,
70,5095,7175-NTIXE,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251000000004,-122.23541399999999,Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,3955,
71,1732,2522-WLNSF,1,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,No,2225,
72,3654,5173-ZXXXL,1,United States,California,Orange,92869,"33.792791, -117.789749",33.792790999999994,-117.789749,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,3488,
73,3277,4694-PHWFW,1,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No,5919,
74,1332,1984-FCOWB,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes,4191,Attitude of service provider
75,4596,6496-SLWHQ,1,United States,California,Moraga,94556,"37.827946, -122.107185",37.827946000000004,-122.10718500000002,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,Yes,5960,Lack of self-service on Website
76,313,0463-WZZKO,1,United States,California,Van Nuys,91406,"34.195685, -118.490752",34.195685,-118.490752,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,2406,
77,217,0334-GDDSO,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964000000004,-115.886656,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,2818,Service dissatisfaction
78,629,0925-VYDLG,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,5898,Attitude of service provider
79,6395,9069-LGEUL,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,Male,No,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,5379,
80,3712,5233-AOZUF,1,United States,California,Palm Springs,92262,"33.839989, -116.659215",33.839989,-116.65921499999999,Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,3483,
81,5122,7225-IILWY,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474396,-120.87591699999999,Male,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,5434,
82,2384,3420-YJLQT,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468877,-120.54229,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,5965,
83,5160,7272-QDCKA,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,5137,
84,2709,3865-YIOTT,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750021000000004,-122.415201,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,6283,
85,5660,7994-XIRTR,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Male,Yes,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,No,6161,
86,134,0225-ZORZP,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.902968,-119.66754399999999,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,5828,
87,5889,8309-IEYJD,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.29108899999999,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,2576,
88,980,1423-BMPBQ,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452000000004,-117.72666799999999,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,2400,
89,6178,8752-STIVR,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,2085,Limited range of services
90,4860,6861-OKBCE,1,United States,California,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,4500,Attitude of support person
91,5601,7903-CMPEY,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.51169399999999,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,4138,Competitor had better devices
92,4805,6772-KSATR,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.15038100000001,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,5574,Service dissatisfaction
93,6266,8882-TLVRW,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Male,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,No,5987,
94,154,0254-WWRKD,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,No,5122,
95,2152,3090-LETTY,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,3172,
96,4540,6416-JNVRK,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,2867,
97,2828,4029-HPFVY,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No,4275,
98,2411,3458-IDMFK,1,United States,California,Idyllwild,92549,"33.755039, -116.741796",33.755039000000004,-116.741796,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,No,5161,
99,3223,4629-NRXKX,1,United States,California,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,5687,Network reliability
100,5619,7931-PXHFC,1,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,Male,No,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,Yes,3818,Poor expertise of phone support
101,3635,5153-LXKDT,1,United States,California,Danville,94506,"37.791481, -121.903253",37.791481,-121.903253,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No,4108,
102,3449,4903-CNOZC,1,United States,California,La Canada Flintridge,91011,"34.234912, -118.153729",34.234912,-118.153729,Male,No,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,2064,
